Well_ID,Well_Name,Field_Location,Date,Oil_Production_BBL,Gas_Production_MSCF,Water_Cut_Percentage,Downtime_Hours,Equipment_Status
WELL_011,Delta-K-11,Niger Delta Offshore,12/21/2024,2521,8161,20.7,0,Active
WELL_011,Delta-K-11,Niger Delta Onshore,12/22/2024,2454,8159,20.73,2,Active
WELL_011,Delta-K-11,Niger Delta Offshore,12/23/2024,2448,8300,20.76,2,Active
WELL_011,Delta-K-11,Niger Delta Offshore,12/24/2024,1672,5606,20.77,8,Maintenance
WELL_011,Delta-K-11,Niger Delta Offshore,12/25/2024,185,1494,20.78,22,Failed
WELL_011,Delta-K-11,Niger Delta Onshore,12/26/2024,2465,8143,20.83,3,Active
WELL_011,Delta-K-11,Niger Delta Onshore,12/27/2024,2474,8225,20.88,0,Active
WELL_011,Delta-K-11,Niger Delta Offshore,12/28/2024,2474,8225,20.92,3,Active
WELL_011,Delta-K-11,Niger Delta Offshore,12/29/2024,729,1186,20.94,22,Failed
WELL_011,Delta-K-11,Niger Delta Onshore,12/30/2024,2491,8245,20.96,2,Active
WELL_011,Delta-K-11,Niger Delta Offshore,12/31/2024,1597,5540,21,6,Maintenance
WELL_011,Delta-K-11,Niger Delta Offshore,1/1/2025,2454,8131,21.02,3,Active
WELL_011,Delta-K-11,Niger Delta Offshore,1/2/2025,735,2498,21.03,20,Failed
WELL_011,Delta-K-11,Niger Delta Onshore,1/3/2025,2455,8205,21.05,0,Active
WELL_011,Delta-K-11,Niger Delta Offshore,1/4/2025,2425,8136,21.08,0,Active
WELL_011,Delta-K-11,Niger Delta Onshore,1/5/2025,2498,8271,21.11,1,Active
WELL_011,Delta-K-11,Niger Delta Offshore,1/6/2025,2465,8245,21.13,1,Active
WELL_011,Delta-K-11,Niger Delta Offshore,1/7/2025,1639,5459,21.17,9,Maintenance
WELL_011,Delta-K-11,Niger Delta Onshore,1/8/2025,2468,8096,21.19,0,Active
WELL_011,Delta-K-11,Niger Delta Onshore,1/9/2025,2465,8103,21.22,0,Active
WELL_011,Delta-K-11,Niger Delta Onshore,1/10/2025,2431,8167,21.24,1,Active
WELL_011,Delta-K-11,Niger Delta Offshore,1/11/2025,2489,8108,21.26,2,Active
WELL_011,Delta-K-11,Niger Delta Onshore,1/12/2025,2427,8246,21.29,1,Active
WELL_011,Delta-K-11,Niger Delta Onshore,1/13/2025,2485,8258,21.32,3,Active
WELL_011,Delta-K-11,Niger Delta Onshore,1/14/2025,2483,8152,21.36,0,Active
WELL_011,Delta-K-11,Niger Delta Onshore,1/15/2025,2450,8200,21.38,3,Active
WELL_011,Delta-K-11,Niger Delta Onshore,1/16/2025,2459,8113,21.43,1,Active
WELL_011,Delta-K-11,Niger Delta Onshore,1/17/2025,2428,8256,21.47,3,Active
WELL_011,Delta-K-11,Niger Delta Onshore,1/18/2025,2431,8184,21.49,0,Active
WELL_011,Delta-K-11,Niger Delta Onshore,1/19/2025,2445,8188,21.52,3,Active
WELL_011,Delta-K-11,Niger Delta Onshore,1/20/2025,2468,8253,21.55,3,Active
WELL_011,Delta-K-11,Niger Delta Onshore,1/21/2025,2434,8072,21.58,1,Active
WELL_011,Delta-K-11,Niger Delta Offshore,1/22/2025,2416,8157,21.6,2,Active
WELL_011,Delta-K-11,Niger Delta Offshore,1/23/2025,2476,8075,21.65,0,Active
WELL_011,Delta-K-11,Niger Delta Offshore,1/24/2025,2450,8170,21.68,2,Active
WELL_011,Delta-K-11,Niger Delta Offshore,1/25/2025,665,1782,21.69,12,Failed
WELL_011,Delta-K-11,Niger Delta Onshore,1/26/2025,2417,8248,21.72,3,Active
WELL_011,Delta-K-11,Niger Delta Offshore,1/27/2025,2445,8106,21.74,1,Active
WELL_011,Delta-K-11,Niger Delta Onshore,1/28/2025,2456,8051,21.79,1,Active
WELL_011,Delta-K-11,Niger Delta Onshore,1/29/2025,2439,8207,21.83,2,Active
WELL_011,Delta-K-11,Niger Delta Onshore,1/30/2025,2430,8208,21.87,0,Active
WELL_011,Delta-K-11,Niger Delta Onshore,1/31/2025,2407,8110,21.88,3,Active
WELL_011,Delta-K-11,Niger Delta Offshore,2/1/2025,2402,8204,21.91,1,Active
WELL_011,Delta-K-11,Niger Delta Onshore,2/2/2025,2413,8186,21.93,2,Active
WELL_011,Delta-K-11,Niger Delta Offshore,2/3/2025,1619,5463,21.96,6,Maintenance
WELL_011,Delta-K-11,Niger Delta Onshore,2/4/2025,2423,8100,22.01,0,Active
WELL_011,Delta-K-11,Niger Delta Onshore,2/5/2025,2480,8205,22.04,3,Active
WELL_011,Delta-K-11,Niger Delta Offshore,2/6/2025,2440,8054,22.09,0,Active
WELL_011,Delta-K-11,Niger Delta Offshore,2/7/2025,1582,5508,22.11,6,Maintenance
WELL_011,Delta-K-11,Niger Delta Onshore,2/8/2025,2442,8224,22.15,1,Active
WELL_011,Delta-K-11,Niger Delta Offshore,2/9/2025,2390,8030,22.17,0,Active
WELL_011,Delta-K-11,Niger Delta Offshore,2/10/2025,2465,8092,22.18,3,Active
WELL_011,Delta-K-11,Niger Delta Offshore,2/11/2025,2398,8071,22.23,2,Active
WELL_011,Delta-K-11,Niger Delta Onshore,2/12/2025,2465,8055,22.24,0,Active
WELL_011,Delta-K-11,Niger Delta Offshore,2/13/2025,2389,8145,22.26,1,Active
WELL_011,Delta-K-11,Niger Delta Offshore,2/14/2025,2409,8184,22.3,0,Active
WELL_011,Delta-K-11,Niger Delta Offshore,2/15/2025,2466,8036,22.33,2,Active
WELL_011,Delta-K-11,Niger Delta Onshore,2/16/2025,517,2498,22.34,13,Failed
WELL_011,Delta-K-11,Niger Delta Offshore,2/17/2025,79,2185,22.39,22,Failed
WELL_011,Delta-K-11,Niger Delta Onshore,2/18/2025,2453,8080,22.43,3,Active
WELL_011,Delta-K-11,Niger Delta Offshore,2/19/2025,2422,8087,22.47,0,Active
WELL_011,Delta-K-11,Niger Delta Onshore,2/20/2025,2402,8144,22.5,1,Active
WELL_011,Delta-K-11,Niger Delta Onshore,2/21/2025,1582,5510,22.54,9,Maintenance
WELL_011,Delta-K-11,Niger Delta Onshore,2/22/2025,1560,5431,22.56,6,Maintenance
WELL_011,Delta-K-11,Niger Delta Onshore,2/23/2025,2407,8174,22.6,3,Active
WELL_011,Delta-K-11,Niger Delta Offshore,2/24/2025,1549,5394,22.63,8,Maintenance
WELL_011,Delta-K-11,Niger Delta Onshore,2/25/2025,2433,8110,22.67,3,Active
WELL_011,Delta-K-11,Niger Delta Offshore,2/26/2025,1643,5506,22.71,4,Maintenance
WELL_011,Delta-K-11,Niger Delta Onshore,2/27/2025,317,1530,22.72,23,Failed
WELL_011,Delta-K-11,Niger Delta Offshore,2/28/2025,2448,8090,22.75,1,Active
WELL_011,Delta-K-11,Niger Delta Onshore,3/1/2025,2444,8100,22.79,3,Active
WELL_011,Delta-K-11,Niger Delta Onshore,3/2/2025,2445,8021,22.82,2,Active
WELL_011,Delta-K-11,Niger Delta Offshore,3/3/2025,1620,5355,22.84,5,Maintenance
WELL_011,Delta-K-11,Niger Delta Offshore,3/4/2025,2467,8037,22.89,2,Active
WELL_011,Delta-K-11,Niger Delta Offshore,3/5/2025,2429,8134,22.93,2,Active
WELL_011,Delta-K-11,Niger Delta Offshore,3/6/2025,2382,8098,22.98,1,Active
WELL_011,Delta-K-11,Niger Delta Onshore,3/7/2025,2427,8020,23.01,3,Active
WELL_011,Delta-K-11,Niger Delta Offshore,3/8/2025,2373,7988,23.05,3,Active
WELL_011,Delta-K-11,Niger Delta Offshore,3/9/2025,813,577,23.07,14,Failed
WELL_011,Delta-K-11,Niger Delta Offshore,3/10/2025,2385,8149,23.09,2,Active
WELL_011,Delta-K-11,Niger Delta Onshore,3/11/2025,2380,7977,23.14,3,Active
WELL_011,Delta-K-11,Niger Delta Onshore,3/12/2025,2422,8105,23.18,3,Active
WELL_011,Delta-K-11,Niger Delta Offshore,3/13/2025,1628,5328,23.2,7,Maintenance
WELL_011,Delta-K-11,Niger Delta Offshore,3/14/2025,2378,8150,23.23,2,Active
WELL_011,Delta-K-11,Niger Delta Offshore,3/15/2025,1625,5354,23.28,4,Maintenance
WELL_011,Delta-K-11,Niger Delta Offshore,3/16/2025,2419,8003,23.3,1,Active
WELL_011,Delta-K-11,Niger Delta Onshore,3/17/2025,2456,8054,23.31,1,Active
WELL_011,Delta-K-11,Niger Delta Onshore,3/18/2025,1568,5337,23.35,8,Maintenance
WELL_011,Delta-K-11,Niger Delta Onshore,3/19/2025,2419,7966,23.39,1,Active
WELL_011,Delta-K-11,Niger Delta Onshore,3/20/2025,2450,8041,23.4,3,Active
WELL_011,Delta-K-11,Niger Delta Onshore,3/21/2025,2396,7974,23.44,1,Active
WELL_011,Delta-K-11,Niger Delta Onshore,3/22/2025,2406,8108,23.49,2,Active
WELL_011,Delta-K-11,Niger Delta Onshore,3/23/2025,2440,7984,23.54,2,Active
WELL_011,Delta-K-11,Niger Delta Onshore,3/24/2025,1545,5329,23.57,5,Maintenance
WELL_011,Delta-K-11,Niger Delta Offshore,3/25/2025,250,2042,23.6,12,Failed
WELL_011,Delta-K-11,Niger Delta Offshore,3/26/2025,221,895,23.65,18,Failed
WELL_011,Delta-K-11,Niger Delta Onshore,3/27/2025,2430,7958,23.68,2,Active
WELL_011,Delta-K-11,Niger Delta Onshore,3/28/2025,2372,8056,23.71,1,Active
WELL_011,Delta-K-11,Niger Delta Offshore,3/29/2025,2391,8122,23.73,1,Active
WELL_011,Delta-K-11,Niger Delta Onshore,3/30/2025,2384,7987,23.78,3,Active
WELL_011,Delta-K-11,Niger Delta Offshore,3/31/2025,546,2536,23.82,19,Failed
WELL_011,Delta-K-11,Niger Delta Offshore,4/1/2025,2427,8090,23.84,1,Active
WELL_011,Delta-K-11,Niger Delta Offshore,4/2/2025,2390,8120,23.86,1,Active
WELL_011,Delta-K-11,Niger Delta Onshore,4/3/2025,2423,7924,23.91,1,Active
WELL_011,Delta-K-11,Niger Delta Onshore,4/4/2025,2387,7948,23.93,1,Active
WELL_011,Delta-K-11,Niger Delta Onshore,4/5/2025,2435,8080,23.96,1,Active
WELL_011,Delta-K-11,Niger Delta Onshore,4/6/2025,2378,7970,24,1,Active
WELL_011,Delta-K-11,Niger Delta Offshore,4/7/2025,2438,8063,24.03,3,Active
WELL_011,Delta-K-11,Niger Delta Onshore,4/8/2025,2433,8093,24.06,3,Active
WELL_011,Delta-K-11,Niger Delta Onshore,4/9/2025,2390,7969,24.07,2,Active
WELL_011,Delta-K-11,Niger Delta Onshore,4/10/2025,2340,7923,24.1,0,Active
WELL_011,Delta-K-11,Niger Delta Offshore,4/11/2025,1535,5234,24.13,4,Maintenance
WELL_011,Delta-K-11,Niger Delta Offshore,4/12/2025,2434,8063,24.17,2,Active
WELL_011,Delta-K-11,Niger Delta Offshore,4/13/2025,2380,8087,24.2,2,Active
WELL_011,Delta-K-11,Niger Delta Offshore,4/14/2025,2380,8056,24.21,2,Active
WELL_011,Delta-K-11,Niger Delta Offshore,4/15/2025,420,1738,24.26,15,Failed
WELL_011,Delta-K-11,Niger Delta Onshore,4/16/2025,2387,7999,24.3,0,Active
WELL_011,Delta-K-11,Niger Delta Onshore,4/17/2025,687,1987,24.34,15,Failed
WELL_011,Delta-K-11,Niger Delta Onshore,4/18/2025,2334,7965,24.39,0,Active
WELL_011,Delta-K-11,Niger Delta Onshore,4/19/2025,2398,8001,24.41,3,Active
WELL_011,Delta-K-11,Niger Delta Offshore,4/20/2025,2412,7909,24.44,0,Active
WELL_011,Delta-K-11,Niger Delta Offshore,4/21/2025,1590,5378,24.48,7,Maintenance
WELL_011,Delta-K-11,Niger Delta Onshore,4/22/2025,1516,5290,24.51,8,Maintenance
WELL_011,Delta-K-11,Niger Delta Onshore,4/23/2025,2426,8021,24.56,1,Active
WELL_011,Delta-K-11,Niger Delta Offshore,4/24/2025,2380,7956,24.59,3,Active
WELL_011,Delta-K-11,Niger Delta Onshore,4/25/2025,2411,7900,24.64,1,Active
WELL_011,Delta-K-11,Niger Delta Onshore,4/26/2025,2379,7923,24.66,1,Active
WELL_011,Delta-K-11,Niger Delta Offshore,4/27/2025,2370,7888,24.7,3,Active
WELL_011,Delta-K-11,Niger Delta Onshore,4/28/2025,2361,8029,24.74,0,Active
WELL_011,Delta-K-11,Niger Delta Offshore,4/29/2025,533,1256,24.78,19,Failed
WELL_011,Delta-K-11,Niger Delta Offshore,4/30/2025,2358,7934,24.8,1,Active
WELL_011,Delta-K-11,Niger Delta Onshore,5/1/2025,696,770,24.82,10,Failed
WELL_011,Delta-K-11,Niger Delta Offshore,5/2/2025,2338,8003,24.87,2,Active
WELL_011,Delta-K-11,Niger Delta Offshore,5/3/2025,2334,7897,24.89,3,Active
WELL_011,Delta-K-11,Niger Delta Offshore,5/4/2025,2324,7908,24.93,1,Active
WELL_011,Delta-K-11,Niger Delta Onshore,5/5/2025,2378,8007,24.95,0,Active
WELL_011,Delta-K-11,Niger Delta Onshore,5/6/2025,2386,7899,24.98,0,Active
WELL_011,Delta-K-11,Niger Delta Offshore,5/7/2025,1540,5279,25.02,7,Maintenance
WELL_011,Delta-K-11,Niger Delta Offshore,5/8/2025,2377,7857,25.06,2,Active
WELL_011,Delta-K-11,Niger Delta Onshore,5/9/2025,47,1914,25.08,15,Failed
WELL_011,Delta-K-11,Niger Delta Offshore,5/10/2025,2371,7943,25.13,1,Active
WELL_011,Delta-K-11,Niger Delta Offshore,5/11/2025,1502,5299,25.18,9,Maintenance
WELL_011,Delta-K-11,Niger Delta Offshore,5/12/2025,2336,7915,25.19,2,Active
WELL_011,Delta-K-11,Niger Delta Offshore,5/13/2025,2398,7968,25.21,2,Active
WELL_011,Delta-K-11,Niger Delta Onshore,5/14/2025,2366,7862,25.26,2,Active
WELL_012,Delta-L-12,Niger Delta Offshore,1/1/2024,81,3429,11.05,23,Failed
WELL_012,Delta-L-12,Niger Delta Onshore,1/2/2024,2227,14908,11.08,1,Active
WELL_012,Delta-L-12,Niger Delta Onshore,1/3/2024,2234,14935,11.11,1,Active
WELL_012,Delta-L-12,Niger Delta Onshore,1/4/2024,2206,14890,11.16,2,Active
WELL_012,Delta-L-12,Niger Delta Onshore,1/5/2024,1570,10470,11.2,6,Maintenance
WELL_012,Delta-L-12,Niger Delta Onshore,1/6/2024,2162,15051,11.22,2,Active
WELL_012,Delta-L-12,Niger Delta Offshore,1/7/2024,2206,14918,11.25,0,Active
WELL_012,Delta-L-12,Niger Delta Offshore,1/8/2024,2211,14940,11.3,0,Active
WELL_012,Delta-L-12,Niger Delta Offshore,1/9/2024,2215,14980,11.33,0,Active
WELL_012,Delta-L-12,Niger Delta Offshore,1/10/2024,2200,14967,11.34,0,Active
WELL_012,Delta-L-12,Niger Delta Onshore,1/11/2024,2148,14876,11.38,2,Active
WELL_012,Delta-L-12,Niger Delta Offshore,1/12/2024,2153,14899,11.42,2,Active
WELL_012,Delta-L-12,Niger Delta Onshore,1/13/2024,2142,14876,11.46,0,Active
WELL_012,Delta-L-12,Niger Delta Onshore,1/14/2024,2147,15021,11.5,2,Active
WELL_012,Delta-L-12,Niger Delta Onshore,1/15/2024,2228,15015,11.54,1,Active
WELL_012,Delta-L-12,Niger Delta Onshore,1/16/2024,2185,14913,11.57,3,Active
WELL_012,Delta-L-12,Niger Delta Onshore,1/17/2024,2166,14903,11.59,1,Active
WELL_012,Delta-L-12,Niger Delta Onshore,1/18/2024,2227,14956,11.6,3,Active
WELL_012,Delta-L-12,Niger Delta Onshore,1/19/2024,2187,14915,11.63,3,Active
WELL_012,Delta-L-12,Niger Delta Offshore,1/20/2024,2187,14848,11.65,3,Active
WELL_012,Delta-L-12,Niger Delta Offshore,1/21/2024,2181,14936,11.7,2,Active
WELL_012,Delta-L-12,Niger Delta Offshore,1/22/2024,2162,14981,11.75,3,Active
WELL_012,Delta-L-12,Niger Delta Offshore,1/23/2024,2219,14839,11.79,2,Active
WELL_012,Delta-L-12,Niger Delta Offshore,1/24/2024,2142,15022,11.8,1,Active
WELL_012,Delta-L-12,Niger Delta Offshore,1/25/2024,2209,15003,11.83,3,Active
WELL_012,Delta-L-12,Niger Delta Offshore,1/26/2024,1554,10430,11.85,6,Maintenance
WELL_012,Delta-L-12,Niger Delta Offshore,1/27/2024,2152,15018,11.87,3,Active
WELL_012,Delta-L-12,Niger Delta Onshore,1/28/2024,2191,14929,11.89,0,Active
WELL_012,Delta-L-12,Niger Delta Offshore,1/29/2024,1528,10424,11.93,7,Maintenance
WELL_012,Delta-L-12,Niger Delta Onshore,1/30/2024,2147,14953,11.95,0,Active
WELL_012,Delta-L-12,Niger Delta Onshore,1/31/2024,2215,15014,12,2,Active
WELL_012,Delta-L-12,Niger Delta Offshore,2/1/2024,2185,14908,12.04,3,Active
WELL_012,Delta-L-12,Niger Delta Onshore,2/2/2024,190,2866,12.06,16,Failed
WELL_012,Delta-L-12,Niger Delta Offshore,2/3/2024,2138,14892,12.09,3,Active
WELL_012,Delta-L-12,Niger Delta Onshore,2/4/2024,2162,14857,12.12,0,Active
WELL_012,Delta-L-12,Niger Delta Offshore,2/5/2024,2178,14864,12.14,1,Active
WELL_012,Delta-L-12,Niger Delta Offshore,2/6/2024,2191,14937,12.17,3,Active
WELL_012,Delta-L-12,Niger Delta Onshore,2/7/2024,2165,14911,12.21,0,Active
WELL_012,Delta-L-12,Niger Delta Onshore,2/8/2024,2214,14958,12.25,0,Active
WELL_012,Delta-L-12,Niger Delta Onshore,2/9/2024,2213,14828,12.26,2,Active
WELL_012,Delta-L-12,Niger Delta Offshore,2/10/2024,2204,14999,12.3,2,Active
WELL_012,Delta-L-12,Niger Delta Offshore,2/11/2024,2124,14964,12.32,3,Active
WELL_012,Delta-L-12,Niger Delta Onshore,2/12/2024,1491,10403,12.33,4,Maintenance
WELL_012,Delta-L-12,Niger Delta Onshore,2/13/2024,2187,14889,12.35,2,Active
WELL_012,Delta-L-12,Niger Delta Offshore,2/14/2024,474,997,12.38,10,Failed
WELL_012,Delta-L-12,Niger Delta Onshore,2/15/2024,2137,14899,12.41,1,Active
WELL_012,Delta-L-12,Niger Delta Offshore,2/16/2024,2205,14799,12.43,0,Active
WELL_012,Delta-L-12,Niger Delta Offshore,2/17/2024,2197,14950,12.44,0,Active
WELL_012,Delta-L-12,Niger Delta Onshore,2/18/2024,2161,14874,12.47,0,Active
WELL_012,Delta-L-12,Niger Delta Offshore,2/19/2024,1465,10360,12.52,8,Maintenance
WELL_012,Delta-L-12,Niger Delta Onshore,2/20/2024,2177,14934,12.56,3,Active
WELL_012,Delta-L-12,Niger Delta Offshore,2/21/2024,1494,10413,12.57,4,Maintenance
WELL_012,Delta-L-12,Niger Delta Onshore,2/22/2024,2204,14852,12.59,1,Active
WELL_012,Delta-L-12,Niger Delta Onshore,2/23/2024,1461,10362,12.6,9,Maintenance
WELL_012,Delta-L-12,Niger Delta Offshore,2/24/2024,2177,14889,12.64,0,Active
WELL_012,Delta-L-12,Niger Delta Offshore,2/25/2024,2108,14830,12.69,3,Active
WELL_012,Delta-L-12,Niger Delta Onshore,2/26/2024,470,1351,12.72,16,Failed
WELL_012,Delta-L-12,Niger Delta Offshore,2/27/2024,2152,14894,12.76,2,Active
WELL_012,Delta-L-12,Niger Delta Offshore,2/28/2024,2106,14832,12.78,0,Active
WELL_012,Delta-L-12,Niger Delta Offshore,2/29/2024,2106,14792,12.8,2,Active
WELL_012,Delta-L-12,Niger Delta Offshore,3/1/2024,2155,14894,12.83,3,Active
WELL_012,Delta-L-12,Niger Delta Onshore,3/2/2024,2122,14766,12.85,3,Active
WELL_012,Delta-L-12,Niger Delta Offshore,3/3/2024,2101,14947,12.86,2,Active
WELL_012,Delta-L-12,Niger Delta Offshore,3/4/2024,2102,14862,12.88,3,Active
WELL_012,Delta-L-12,Niger Delta Offshore,3/5/2024,2171,14778,12.9,1,Active
WELL_012,Delta-L-12,Niger Delta Onshore,3/6/2024,2133,14864,12.93,2,Active
WELL_012,Delta-L-12,Niger Delta Onshore,3/7/2024,2171,14848,12.96,2,Active
WELL_012,Delta-L-12,Niger Delta Offshore,3/8/2024,2133,14775,12.99,1,Active
WELL_012,Delta-L-12,Niger Delta Onshore,3/9/2024,2138,14905,13.01,2,Active
WELL_012,Delta-L-12,Niger Delta Onshore,3/10/2024,2114,14780,13.05,0,Active
WELL_012,Delta-L-12,Niger Delta Onshore,3/11/2024,2168,14812,13.06,2,Active
WELL_012,Delta-L-12,Niger Delta Offshore,3/12/2024,2109,14780,13.1,2,Active
WELL_012,Delta-L-12,Niger Delta Offshore,3/13/2024,2101,14899,13.13,3,Active
WELL_012,Delta-L-12,Niger Delta Onshore,3/14/2024,2167,14828,13.15,0,Active
WELL_012,Delta-L-12,Niger Delta Onshore,3/15/2024,2142,14819,13.18,2,Active
WELL_012,Delta-L-12,Niger Delta Onshore,3/16/2024,1467,10430,13.2,8,Maintenance
WELL_012,Delta-L-12,Niger Delta Onshore,3/17/2024,2167,14792,13.25,2,Active
WELL_012,Delta-L-12,Niger Delta Onshore,3/18/2024,2147,14791,13.29,2,Active
WELL_012,Delta-L-12,Niger Delta Offshore,3/19/2024,456,2939,13.32,20,Failed
WELL_012,Delta-L-12,Niger Delta Offshore,3/20/2024,2134,14825,13.35,2,Active
WELL_012,Delta-L-12,Niger Delta Offshore,3/21/2024,2098,14902,13.38,2,Active
WELL_012,Delta-L-12,Niger Delta Onshore,3/22/2024,2172,14812,13.41,0,Active
WELL_012,Delta-L-12,Niger Delta Onshore,3/23/2024,2167,14788,13.46,0,Active
WELL_012,Delta-L-12,Niger Delta Onshore,3/24/2024,120,3845,13.5,11,Failed
WELL_012,Delta-L-12,Niger Delta Offshore,3/25/2024,2154,14803,13.51,2,Active
WELL_012,Delta-L-12,Niger Delta Offshore,3/26/2024,2119,14864,13.54,2,Active
WELL_012,Delta-L-12,Niger Delta Onshore,3/27/2024,2148,14839,13.55,2,Active
WELL_012,Delta-L-12,Niger Delta Offshore,3/28/2024,2130,14891,13.59,3,Active
WELL_012,Delta-L-12,Niger Delta Onshore,3/29/2024,2125,14848,13.63,1,Active
WELL_012,Delta-L-12,Niger Delta Offshore,3/30/2024,2131,14791,13.65,2,Active
WELL_012,Delta-L-12,Niger Delta Onshore,3/31/2024,2133,14869,13.68,3,Active
WELL_012,Delta-L-12,Niger Delta Offshore,4/1/2024,2078,14853,13.71,3,Active
WELL_012,Delta-L-12,Niger Delta Onshore,4/2/2024,94,2168,13.75,19,Failed
WELL_012,Delta-L-12,Niger Delta Offshore,4/3/2024,1492,10244,13.76,8,Maintenance
WELL_012,Delta-L-12,Niger Delta Offshore,4/4/2024,1498,10333,13.78,4,Maintenance
WELL_012,Delta-L-12,Niger Delta Onshore,4/5/2024,2163,14804,13.83,0,Active
WELL_012,Delta-L-12,Niger Delta Offshore,4/6/2024,241,2534,13.86,20,Failed
WELL_012,Delta-L-12,Niger Delta Onshore,4/7/2024,1420,10286,13.91,4,Maintenance
WELL_012,Delta-L-12,Niger Delta Onshore,4/8/2024,131,356,13.95,13,Failed
WELL_012,Delta-L-12,Niger Delta Onshore,4/9/2024,2142,14714,13.96,1,Active
WELL_012,Delta-L-12,Niger Delta Offshore,4/10/2024,2167,14746,13.99,2,Active
WELL_012,Delta-L-12,Niger Delta Offshore,4/11/2024,2120,14827,14.01,3,Active
WELL_012,Delta-L-12,Niger Delta Onshore,4/12/2024,1424,10257,14.05,7,Maintenance
WELL_012,Delta-L-12,Niger Delta Onshore,4/13/2024,2091,14702,14.1,3,Active
WELL_012,Delta-L-12,Niger Delta Offshore,4/14/2024,2155,14703,14.11,1,Active
WELL_012,Delta-L-12,Niger Delta Onshore,4/15/2024,2116,14794,14.15,1,Active
WELL_012,Delta-L-12,Niger Delta Onshore,4/16/2024,1483,10264,14.19,9,Maintenance
WELL_012,Delta-L-12,Niger Delta Offshore,4/17/2024,2132,14809,14.22,1,Active
WELL_012,Delta-L-12,Niger Delta Onshore,4/18/2024,2131,14712,14.24,1,Active
WELL_012,Delta-L-12,Niger Delta Offshore,4/19/2024,2113,14674,14.26,1,Active
WELL_012,Delta-L-12,Niger Delta Onshore,4/20/2024,2140,14839,14.28,0,Active
WELL_012,Delta-L-12,Niger Delta Onshore,4/21/2024,2083,14804,14.3,3,Active
WELL_012,Delta-L-12,Niger Delta Offshore,4/22/2024,2095,14682,14.35,3,Active
WELL_012,Delta-L-12,Niger Delta Onshore,4/23/2024,41,644,14.38,21,Failed
WELL_012,Delta-L-12,Niger Delta Onshore,4/24/2024,287,2795,14.41,10,Failed
WELL_012,Delta-L-12,Niger Delta Onshore,4/25/2024,2124,14680,14.45,0,Active
WELL_012,Delta-L-12,Niger Delta Onshore,4/26/2024,2086,14806,14.46,3,Active
WELL_012,Delta-L-12,Niger Delta Onshore,4/27/2024,2067,14806,14.5,0,Active
WELL_012,Delta-L-12,Niger Delta Offshore,4/28/2024,2082,14676,14.53,2,Active
WELL_012,Delta-L-12,Niger Delta Onshore,4/29/2024,2145,14784,14.55,3,Active
WELL_012,Delta-L-12,Niger Delta Onshore,4/30/2024,2055,14749,14.58,0,Active
WELL_012,Delta-L-12,Niger Delta Onshore,5/1/2024,2111,14720,14.61,2,Active
WELL_012,Delta-L-12,Niger Delta Offshore,5/2/2024,1408,10338,14.64,8,Maintenance
WELL_012,Delta-L-12,Niger Delta Onshore,5/3/2024,2120,14783,14.69,2,Active
WELL_012,Delta-L-12,Niger Delta Onshore,5/4/2024,2082,14744,14.72,0,Active
WELL_012,Delta-L-12,Niger Delta Offshore,5/5/2024,2083,14634,14.76,0,Active
WELL_012,Delta-L-12,Niger Delta Onshore,5/6/2024,2107,14718,14.81,0,Active
WELL_012,Delta-L-12,Niger Delta Offshore,5/7/2024,2135,14764,14.86,0,Active
WELL_012,Delta-L-12,Niger Delta Onshore,5/8/2024,2056,14667,14.89,3,Active
WELL_012,Delta-L-12,Niger Delta Offshore,5/9/2024,1404,10271,14.91,5,Maintenance
WELL_012,Delta-L-12,Niger Delta Onshore,5/10/2024,2051,14649,14.95,3,Active
WELL_012,Delta-L-12,Niger Delta Offshore,5/11/2024,2117,14703,15,0,Active
WELL_012,Delta-L-12,Niger Delta Onshore,5/12/2024,2071,14782,15.04,0,Active
WELL_012,Delta-L-12,Niger Delta Onshore,5/13/2024,1387,10123,15.06,5,Maintenance
WELL_012,Delta-L-12,Niger Delta Onshore,5/14/2024,559,557,15.08,14,Failed
WELL_012,Delta-L-12,Niger Delta Onshore,5/15/2024,2117,14629,15.1,3,Active
WELL_012,Delta-L-12,Niger Delta Offshore,5/16/2024,2046,14656,15.15,3,Active
WELL_012,Delta-L-12,Niger Delta Onshore,5/17/2024,2133,14715,15.17,1,Active
WELL_012,Delta-L-12,Niger Delta Onshore,5/18/2024,1452,10165,15.18,5,Maintenance
WELL_012,Delta-L-12,Niger Delta Offshore,5/19/2024,2123,14685,15.21,1,Active
WELL_012,Delta-L-12,Niger Delta Offshore,5/20/2024,433,4304,15.25,10,Failed
WELL_012,Delta-L-12,Niger Delta Onshore,5/21/2024,2121,14675,15.3,1,Active
WELL_012,Delta-L-12,Niger Delta Onshore,5/22/2024,2045,14663,15.33,1,Active
WELL_012,Delta-L-12,Niger Delta Offshore,5/23/2024,2096,14676,15.34,2,Active
WELL_012,Delta-L-12,Niger Delta Onshore,5/24/2024,425,3580,15.36,16,Failed
WELL_012,Delta-L-12,Niger Delta Offshore,5/25/2024,2114,14692,15.38,0,Active
WELL_012,Delta-L-12,Niger Delta Offshore,5/26/2024,143,3882,15.4,19,Failed
WELL_012,Delta-L-12,Niger Delta Onshore,5/27/2024,1379,10170,15.42,5,Maintenance
WELL_012,Delta-L-12,Niger Delta Onshore,5/28/2024,2128,14726,15.46,0,Active
